height,length
21.786768540747268,39.88893283849322
38.57097295117285,51.953786480078264
25.212869487787067,45.920316524164434
22.895933577551784,37.354930030348775
39.97978013657967,51.24400999489247
27.04792292718193,46.185612900117476
23.65925264288229,38.454603848654536
38.513944574721705,53.765210268618404
26.042255309670217,47.93488611150054
21.42742179913229,40.71899715745266
35.34380004117106,49.29139676834765
25.806393913056333,50.77651807425593
22.324667186904694,43.36165685326561
36.811209793335436,51.83161740374842
24.276001957169697,48.77231102988927
24.69728243995428,37.7966650763546
40.76672226975308,48.31984179407574
27.186275213198734,50.260818815600935
25.150067574081348,39.97755919632218
34.61328767089613,49.90120338560933
25.739609608542015,49.35891901023429
24.36435719294814,36.56084636912367
37.58720535765368,51.98695311746549
23.161500238659478,49.714166994443566
23.977545010280537,41.408396109986015
35.76342751858808,50.765417629083444
27.758193346297496,49.49278139710166
21.18499477528813,40.96642984356941
37.50974479987928,52.641070404056016
24.76340763290707,49.24562971228711
23.948617855387262,40.696861332860415
33.227182952463885,51.062151092842086
26.981526989539212,46.99576811961836
22.635007744787018,41.25407299669067
36.705906554787404,49.85084923710588
25.086163933566798,46.459771833283305
24.498228103233537,38.665326566998594
37.79852656142757,50.186842147021046
27.291336167090627,47.59353787652048
21.73384689884297,42.37178564784004
38.64077149907674,53.61511245023514
28.400346530301988,45.88954971417421
22.779980734572504,42.229278907413295
38.34650212881924,51.04945160278631
22.20672684100896,43.87236658984084
25.684062457385252,39.53420131372567
38.19359209624894,48.94393271220552
23.12905090035512,45.49567799612365
18.72305080583129,41.35392380096565
37.93336920624447,46.52122404980484
27.355976394626108,45.61691711328862
24.165838820107016,43.673383163380315
40.97633122282046,50.800899783749216
30.507779994375937,45.968342433632515
21.908694274122208,42.054755964699616
37.59126795496604,49.12777591632219
26.101051237758387,47.54735619194347
21.703649237590508,39.80059461884621
37.87367982245406,52.39327119072633
27.264289989469383,46.963202410402054
19.991415917811583,41.669682070464816
35.4413318866553,48.83406804917124
23.64478767997782,48.35300967026433
23.59877143605936,38.95412601090538
38.69159820747382,52.82221273743921
26.159352134910673,45.08310987085622
23.72368874361372,37.07080611570686
40.06103952299713,48.55724848068175
23.043287753422305,50.127363096652616
19.032188423931736,38.77334072947708
39.12649261125826,48.10048774465199
24.041205097830776,51.61527874308275
24.240873051229983,37.996599192948956
34.79907002762935,47.190330837289245
26.033715974701465,49.82574517925161
20.780099058766638,34.32805370274054
37.51271805101045,49.920204959546446
24.077706691469096,49.617537068730215
20.12674290036548,40.35144318454325
35.548109512251834,49.37637675503681
25.9901225043606,46.28974576253534
24.967587069046715,39.72427168449487
38.11367443349384,50.45876059440364
24.290825694041924,49.47098033129389
23.082537289807505,42.94555048899007
39.51295991354453,51.585702395079394
27.045799144247855,47.812063704968246
24.19496916172157,40.08715043539106
39.690481782658274,47.08971570949803
21.958986520398508,50.903787019529915
22.719737478334817,39.39875811643585
35.263106631163716,49.396412282288054
22.92213611308067,49.50447538824059
24.902914611607056,41.596385045638755
37.33170264760147,50.70004823327409
23.19455810320166,47.41214650706958
24.44119557554771,39.82387790903814
38.41793414500219,50.353891688859605
24.253303014834,51.13111988044651
23.790979157045932,38.45037561955187
37.28472144012888,49.90846690865602
24.952254671028623,46.349709193349234
23.356979861934917,40.79520133716183
38.838673769644465,52.005549091564596
27.1404705038753,45.62944897144493
24.900714717524675,40.20560231433786
34.75695329595593,50.75473868052172
22.678055098208112,46.41297583767205
20.30315505651109,38.233687839712424
37.3097825332078,50.923962413446596
25.556710799561863,47.98290375001526
20.2800173467466,39.52353011104779
35.49903765657309,48.86835113291779
25.783173095958674,48.284903833673
23.794782995507234,40.508556239595414
34.02428609812294,49.86194174977689
28.118476651198016,44.70117531275165
21.979102540972825,39.73437462679797
39.64408278910927,49.088764045486734
24.66505429106966,48.60644502991663
21.436784773301152,41.93639891952414
37.70374767461612,49.823259310909215
25.002632055076866,49.97212798367899
20.638377228931198,40.905529688051665
37.48156433958763,49.93023363821775
26.902737527837658,48.09827432507922
21.921448142798894,43.31661044346742
36.250933617710075,53.43177377919635
26.52284368801451,47.20668397043584
21.8564928133234,35.43365710767946
36.16595109261946,48.817572412828056
23.8566501502226,44.98610081694109
20.182744554073516,39.6834205054516
35.75908955793242,50.533901012429936
22.827716528327738,45.9544995594795
22.377600647385158,41.73187342741024
40.39126098152195,48.405445485893395
25.28857295999198,47.91820016579404
23.819937604594656,36.60022766305023
38.86295416813969,50.97535687016372
26.47663344510345,48.66336474380323
22.205922713559453,40.55471267726901
36.174384982644334,51.274909961560255
25.621892847633042,47.901135007955745
23.22685195030375,40.34116405693341
37.74818214304463,49.0070892007704
24.58970585008333,50.727570904735494
26.762202084364446,41.336678991371805
39.303402049690305,51.514887069278785
27.89429017023579,47.75843754771668
21.781080676851392,39.82238208763256
36.25215644044416,50.607649076230466
24.43842380649747,49.2672589476378
23.370634623002687,40.02091592157898
39.35814881388311,49.65423365676311
24.59481070645799,46.99862136862546
22.7973276629931,38.22696564758052
36.27954181813444,51.68822859419426
28.32970753679561,50.464127695478375
22.523730842812114,42.148755979626266
36.92711686175385,49.32816373931988
28.06997251397346,44.830356597052194
23.411179382938563,41.082286099460994
34.8561895969788,49.85744242028573
23.073146711726697,45.34162419414379
24.12649386518558,39.71079325765264
33.547426887482544,51.33577826644307
27.664775497048375,46.16261268038727
22.033333036645757,38.614338631058864
35.48141355824405,48.68964883893613
25.43985368524054,50.14056752120251
22.723876239877743,41.65164691178942
38.788814592359714,50.34620504227808
24.023509345771977,52.650453328130176
22.423019854961264,41.720577517600034
39.248911683730384,48.952322951838234
25.91044000947459,46.18997767437373
22.991864382464804,41.736667006344554
39.324474589452144,49.67560715030291
25.86973440689844,47.61108408535273
25.027182316437976,37.292193386479255
38.742842301933266,52.47222759418973
26.085333528871228,48.8453390875339
21.833598463675873,40.605822664910576
37.07658845113464,47.32234266561463
22.78711085032021,50.05875259373605
19.009837929760483,36.55864887194262
38.50759121193498,50.51568156812815
25.33563912893982,49.22688408338435
20.422893987468246,41.39376383209203
38.73046617650041,50.0486167924392
25.573679474626676,48.37082733673359
20.20495231583801,40.42256396384662
36.52624469897777,49.4841088394779
24.070219953596702,48.380972130708834
22.072385060049307,40.8035970027342
38.96555757103904,50.52486938880706
25.88432947652664,48.29534096562903
22.154832578624806,37.842237168478775
39.60561002457007,48.20261942590866
24.0692931329438,47.54814008772854
20.027154966275074,41.862369627557804
38.99998945495532,49.37731899308515
25.143687847195338,47.659896684467554
22.672052328327624,37.985121700388675
40.45355217966525,47.861233810531026
28.452200068172374,46.92849105776483
20.309845976662267,43.035807447923425
38.19924033236653,50.69513623378658
25.993249424616078,46.64067617836005
24.137605389802225,41.430590541767955
36.58762383136431,51.314981848611176
23.14967832681826,51.38588309839197
22.920493698152118,41.47218962555163
38.815437530574556,50.43127215735469
27.918415600491652,49.40723693689673
22.68370549440546,38.690708702794865
40.14274770218296,47.15480437511308
26.428730402589547,49.22460382245896
22.660915883074992,42.92948229327517
35.654005073882836,49.911960169980574
22.78560998617896,49.044516208236004
23.32497845788799,41.630146484624966
35.56902727064944,52.825112682322924
25.68736088128944,48.1607196518634
21.203505774973745,39.49907616755296
37.61812255365192,52.2592197962083
23.70933716012472,45.41510262147352
23.199133561989004,41.31375151647656
40.488144115847064,50.53308638851566
27.630462319233565,46.88224145058744
23.356221354777272,42.732044183533766
38.88088055449634,51.784718976836906
25.535566955257345,51.051094726349056
21.37723314263113,41.985944742367806
37.297909054222195,51.5605883414997
27.509965498590407,47.709306355688895
23.480530883531287,38.91839822049121
38.23907105242637,49.01992717122954
27.180619839905553,51.31339591230977
22.707711018520772,40.01973825957078
37.29296942866179,50.9118237347361
23.849717648620747,48.43409223116097
24.786901479816713,42.143608645995535
41.05876650691893,49.617664196623224
25.987630721192737,46.92225243070335
23.12253172495991,43.46317437546384
42.11152986153428,50.7390270897614
26.2436575896714,47.80645091117208
21.420716732187287,42.148788150745276
40.390837865147724,49.15354832714763
26.408322032885568,48.03777092850913
22.978099681315925,36.642709292142705
37.67548451639873,50.41554517403918
25.979083872887685,48.0447450070521
21.51449836718583,40.32651032230016
39.40326036150101,51.95842159378885
25.54537174884456,47.694856495838174
22.84944105294972,44.080379998590885
38.82414433699278,52.2300603515327
27.973291286641736,51.19705223315108
25.003796169807124,41.069139478864365
41.74504284863548,47.51863985078119
23.14418109286425,48.57795588890036
21.645056696317226,38.25910493177799
38.803692918980246,49.664484753342386
25.137798973712954,49.91751461478768
23.08981002268941,41.517613382566466
39.240096098682784,54.660253670942446
25.102066723012026,50.663642344796806
18.162961189381615,38.47382575261015
34.084424279137245,47.13658079210652
25.359670789556795,46.658156973856215
24.799168402059987,40.68568135863946
39.94425139131117,48.12877905728117
26.367208084890404,49.021044935031405
21.870477611213808,38.981529577955875
35.52120505774156,50.57690651391086
26.466095681154997,49.1682626516569
23.707906216932766,43.12254506937705
36.09085544074893,50.35051290971187
27.683690967545985,47.00665802597416
20.18262189149196,39.824025776173954
37.91549681846768,48.278044375423704
27.544088928365753,46.860849248641415
22.177664942260787,39.56325673407781
37.7881739062612,53.639638830465685
27.025273029876082,52.843624627881475
25.28332274983155,42.06178382269591
34.9597266531499,51.94175290835988
27.849448926218653,48.728617258959595
21.80984239640011,41.57943012868113
38.68318849173296,47.97790478883418
23.040574561715914,46.563979745891984
22.3174333906481,38.721444498971486
37.64136161019058,49.583667363151804
25.904298714813056,49.99238610564597
20.580689513255894,40.753625068165086
36.96979846102526,51.27203225871682
25.526399559380184,44.9615162551641
21.266819427790573,42.70709870965689
37.2614371789675,49.768847322984534
24.903136117630247,47.16409447176374
22.66504896115628,40.271554424580046
38.28275967568759,49.02854792524974
25.944526770232056,45.17523527496082
20.05966799185318,41.895704362130424
35.920279671287844,53.38930465519607
24.30878038029923,49.08696229488259
23.41480510243463,42.84714996473794
36.89612347355496,51.11473789668838
25.394108176193516,47.116283139590024
21.52265042141389,39.26832324232105
39.14919373838356,49.89753489330255
29.485252418361686,50.65545553951994
18.68006090757917,43.108517968879724
37.42838155302611,50.5113618922091
23.63947613653068,46.411843557070846
23.80280775097895,38.95983465826235
39.936847490581535,52.53739410723318
27.352132160100968,47.41179133973603
24.24223549396607,40.9342250174672
39.271073904853914,50.41332699437509
24.640303217109153,46.48633573404423
18.646103663859176,41.80256095466566
36.85485442292993,53.53103182360297
23.765758195644352,48.59296143125758
23.749859391802357,41.374272141593416
38.14684351902623,50.6240821139897
22.156534992502802,45.46513653143254
22.53736859715518,40.50745337634
35.86648456356948,49.30072635858314
22.305500234969205,48.83913486498217
23.71529357447546,39.806511452111536
36.61887038282517,51.48200308259356
25.697057308800968,47.339067722120205
22.26648231445842,36.99851962337136
35.674174261714455,51.98231298734472
24.666483182331266,44.80453869624954
21.65375834941567,38.36460622109116
38.10048604286702,51.34576602785334
24.847355430112742,49.23595708770401
20.307135799880523,39.85789821795027
34.712232662980774,52.9733913553264
26.11513782349081,49.23457626254061
19.357112811562256,41.42155736356674
41.88354880044197,48.39485022981187
24.73502216363166,50.99587742614878
21.62619829463942,41.04547324281741
39.1079180216483,50.10163939678367
27.25367035713637,47.24798827911898
17.60307346765535,39.10855267539412
39.09004351624604,50.99237718508887
22.53780378738788,46.9625074959444
23.205230160940253,39.76714597068576
37.51833764187439,49.14056337483544
28.436172707891718,46.68625127702973
24.81657218422136,41.78180123110178
36.78652905679033,49.46016115848971
28.15455926249199,49.023360241666445
22.34092397876537,37.86242607909844
38.972335040793716,49.64526178776191
24.94213227134922,48.64176003066702
18.659183064677467,39.52753557563341
36.22836505921457,50.96461244872365
28.149772096580037,48.44178884991414
23.22593628048524,37.91697236959766
38.652604997796026,48.37302682166539
25.531174184187314,46.29674518984641
25.7867246700793,40.71001806828664
35.8034037414383,51.231470160918086
26.371237110181806,49.41787769649739
21.64209398440811,40.63679643002153
36.54312490571031,52.12427159631165
24.490133791482357,47.35040033734589
22.123217571930287,43.51839489429668
38.13391483670337,52.10743502420805
24.04026371602084,46.05531896887879
24.214190984216827,37.50820180692561
36.96579368841527,50.80444241714738
26.674491682382257,50.46332704594015
22.374635391998304,40.32997698899856
40.78049209157558,50.18084770849882
23.635396741307893,50.72369403360859
24.575431596908093,41.93653540779801
36.70244809156785,48.56848415610834
22.848547336870254,48.50625537811961
27.983583342960372,38.52701979161858
39.40255803186023,51.902347536897864
25.335695084293004,50.28462662884863
21.210457669017877,42.384611643932736
39.694327839637296,49.609361777518835
29.495902986435908,47.727649342744634
20.911188678974465,40.88662973222387
35.26382442280704,51.44978347397617
27.645793310271724,44.5793325838589
22.691202868860074,41.3759872409305
35.103909236435946,47.9328746055183
26.843230245237017,49.362171744834136
24.289152028844814,41.59482833850916
37.61739628893429,47.09549026530062
26.142738349444517,46.96349199890695
21.068473774023325,39.58312232962184
37.96131856830477,48.38267227057929
24.204845349477264,45.56890507932305
22.860088522567136,40.11790311405909
39.926020451627934,48.41992449059343
24.431183640384234,46.510444149374024
21.21614952477996,41.363043119429555
40.34559963514581,46.16448510752117
24.365755658241493,48.01635676185711
25.51595029423901,42.74970603025706
38.06892297149459,51.10136839507655
25.167814252218857,47.138016210973994
28.79971618443255,39.568815078834945
42.06162913044184,51.49466168591789
27.932758213653536,46.040475534436524
20.855427762425958,41.32263939677544
37.21740637226457,50.145346636343376
27.970330498120806,43.302821735985546
18.67371934226057,39.20134779534989
40.19717669257104,51.38923509395956
26.73508089364641,46.7742867496456
22.73638715757219,40.99686561036163
35.830492761506484,49.02911507251175
28.015875946888624,43.75386557070672
23.552565315446596,39.21104953282886
38.77050787722687,52.01169369319817
24.95180449039296,45.4815920469579
23.986467761079965,42.43505640398348
37.54826421859651,49.89705221107087
24.970713860617877,44.7157647320277
22.715184334645162,39.60468073505253
35.55921653802789,48.607658697854056
24.858404472889713,49.574119485560225
22.67361299036375,38.42265103363439
40.103834412843355,51.227264877545245
27.653920246916588,45.95666136900872
23.418726619081863,41.05973813068158
36.49990515237033,47.60671683015782
22.35739213089865,46.355666491290876
21.249887762037897,43.502930383072346
39.525426004490235,50.12916203823604
24.309861539664027,50.01631696736844
21.511803750407008,41.184821802918734
37.479856995274105,49.07862249570639
25.975886532841635,47.521411433392814
20.966258980559083,38.08127833741578
37.9889640878739,51.45054934060107
23.030928881208492,47.37689742469786
24.568825947526268,41.37315940277027
37.20227077983923,46.70965983352495
27.95912471613792,47.855646687220236
22.18615282083383,38.342988240703264
37.46296217674107,47.96309199998418
26.147685532748866,44.73306181869619
23.469326579665733,43.54456704570741
38.871576864500945,51.23109423873872
27.455417664411986,47.41580953059152
22.293099803223424,38.43565688660035
38.8064185132144,46.88813723346902
28.44609754168213,48.38896371312832
19.549650285808557,41.52602211384703
38.026488797820974,50.20014935164453
24.61603635834976,48.61639862916188
21.63852654997844,43.133331256567
38.65770090260811,46.55399023484987
24.08786329031335,47.71387698945316
24.60579850166109,39.670336231421324
37.863776570690995,52.861645787376624
26.587018327597455,48.05340010272273
24.14775299463127,41.75841197367554
37.984078631530345,47.84575636906771
28.517059331931325,46.171779921072535
23.457922235504746,42.627570785450274
39.9820387291881,47.9689213225532
28.063811755388002,47.01883484444702
24.026799340210857,43.1007377164034
36.60514673285417,49.434043222782456
22.96650348409804,49.05176594380632
20.377518435862854,43.3065005057287
40.250319668997705,50.50249842130562
26.271180619062818,47.082982415575486
19.96751713150781,38.30639574080971
42.229212550334694,47.13185016501198
24.003453603687433,50.15711454874496
